strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue,Type,timestamp,timeXvalue
13850,28-Jul-2022,NIFTY,OPTIDXNIFTY28-07-2022CE13850.00,1.0,0,0,0,0,0,0,0,4400,4750,400,1874.45,750,2078.55,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13850,25-Aug-2022,NIFTY,OPTIDXNIFTY25-08-2022CE13850.00,0.0,0,0,0,0,0,0,0,3500,2850,2750,1801.1,2750,2198.95,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13850,11-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13850,18-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13850,21-Jul-2022,NIFTY,OPTIDXNIFTY21-07-2022CE13850.00,0.0,0,0,0,0,0,0,0,2750,2750,2750,1743.75,2750,2186.1,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13850,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE13850.00,0.0,0,0,0,0,0,0,0,10200,8950,1350,1909.95,150,1983.5,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13850,07-Jul-2022,NIFTY,OPTIDXNIFTY07-07-2022CE13850.00,0.0,0,0,0,0,0,0,0,5000,5000,1250,1890.3,1250,2102.75,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13850,14-Jul-2022,NIFTY,OPTIDXNIFTY14-07-2022CE13850.00,0.0,0,0,0,0,0,0,0,5000,5000,1250,1891.95,1250,1997.45,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13850,04-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13900,21-Jul-2022,NIFTY,OPTIDXNIFTY21-07-2022CE13900.00,0.0,0,0,0,0,0,0,0,2750,2750,2750,1698,2750,2131.95,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13900,04-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13900,11-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13900,18-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13900,25-Aug-2022,NIFTY,OPTIDXNIFTY25-08-2022CE13900.00,0.0,0,0,0,0,0,0,0,3900,3550,2750,1751.1,2750,2198.9,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13900,14-Jul-2022,NIFTY,OPTIDXNIFTY14-07-2022CE13900.00,0.0,0,0,0,0,0,0,0,5000,5000,1250,1843.15,1250,1984.7,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13900,07-Jul-2022,NIFTY,OPTIDXNIFTY07-07-2022CE13900.00,0.0,0,0,0,0,0,0,0,4150,5400,100,1857.65,1350,1972.75,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13900,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE13900.00,2.0,0,0,0,0,0,0,0,11550,9200,100,1888.45,50,1901.05,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13900,28-Jul-2022,NIFTY,OPTIDXNIFTY28-07-2022CE13900.00,3.0,0,0,0,0,0,0,0,4700,4650,100,1890.6,50,1923.05,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13950,21-Jul-2022,NIFTY,OPTIDXNIFTY21-07-2022CE13950.00,0.0,0,0,0,0,0,0,0,2750,2750,2750,1652.4,2750,2076.9,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13950,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE13950.00,0.0,0,0,0,0,0,0,0,12950,8350,1350,1799.8,100,1880.5,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13950,04-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13950,11-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13950,18-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13950,25-Aug-2022,NIFTY,OPTIDXNIFTY25-08-2022CE13950.00,0.0,0,0,0,0,0,0,0,3550,2850,2750,1701.1,2750,2098.95,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13950,07-Jul-2022,NIFTY,OPTIDXNIFTY07-07-2022CE13950.00,0.0,0,0,0,0,0,0,0,5000,5000,1250,1790.65,1250,1940.6,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13950,14-Jul-2022,NIFTY,OPTIDXNIFTY14-07-2022CE13950.00,0.0,0,0,0,0,0,0,0,3850,5000,100,1806.7,1250,1933.3,15806.7,CE,2022-06-28 11:59:01.150276,11:59
